q01	d4,d6,d8,d16,d21,d24,d28,d38,d39,d52,d59,d60,d65,d74,d77,d82,d85,d89,d94,d100,d123,d130,d136,d145,d152,d153,d154,d162,d163,d164,d170,d179,d184,d185,d186,d195,d209,d215,d229,d243,d254,d255,d259,d265,d273,d275,d281,d299,d311,d312,d315,d317,d329
q02	d1,d2,d3,d4,d5,d7,d10,d14,d17,d18,d19,d20,d21,d22,d23,d24,d29,d31,d37,d39,d40,d42,d43,d44,d45,d46,d47,d50,d51,d52,d54,d55,d58,d61,d62,d63,d64,d67,d68,d77,d79,d80,d82,d83,d85,d90,d98,d101,d102,d103,d106,d107,d108,d116,d117,d118,d119,d120,d121,d122,d124,d128,d129,d130,d131,d133,d134,d136,d137,d139,d140,d141,d142,d143,d144,d145,d147,d149,d150,d151,d152,d153,d154,d158,d160,d161,d162,d163,d164,d166,d172,d173,d179,d180,d184,d185,d186,d187,d188,d190,d191,d194,d196,d197,d198,d200,d202,d203,d204,d205,d206,d210,d211,d212,d214,d215,d216,d218,d219,d221,d222,d224,d225,d226,d227,d228,d229,d230,d232,d233,d234,d236,d237,d238,d239,d242,d243,d244,d245,d246,d248,d249,d250,d251,d252,d254,d255,d257,d260,d262,d263,d264,d266,d268,d269,d271,d273,d277,d278,d279,d281,d282,d283,d284,d285,d286,d287,d290,d291,d293,d294,d296,d297,d298,d300,d302,d304,d305,d306,d307,d308,d309,d313,d314,d316,d317,d318,d319,d320,d322,d323,d327,d328,d330
q03	d152,d283,d291
q04	d1,d3,d5,d6,d7,d8,d9,d10,d12,d13,d14,d15,d18,d19,d20,d21,d22,d23,d24,d27,d29,d30,d31,d32,d37,d38,d39,d40,d41,d42,d43,d44,d46,d47,d48,d49,d50,d51,d52,d54,d55,d58,d59,d60,d61,d62,d63,d65,d70,d71,d73,d75,d76,d79,d80,d81,d82,d85,d87,d88,d89,d91,d92,d93,d95,d98,d99,d100,d102,d104,d106,d108,d110,d111,d112,d113,d114,d115,d117,d118,d119,d120,d121,d122,d123,d124,d125,d126,d129,d130,d131,d133,d136,d142,d143,d144,d145,d146,d147,d151,d156,d157,d160,d162,d163,d164,d166,d168,d169,d174,d175,d177,d179,d180,d181,d183,d184,d186,d189,d191,d192,d193,d194,d195,d196,d197,d198,d199,d200,d202,d203,d205,d206,d207,d208,d209,d210,d212,d213,d214,d215,d216,d217,d219,d220,d221,d225,d226,d227,d229,d230,d232,d234,d235,d237,d238,d241,d242,d244,d246,d247,d248,d249,d250,d251,d252,d253,d255,d256,d257,d258,d259,d260,d261,d262,d263,d264,d265,d266,d268,d269,d270,d271,d274,d275,d276,d278,d279,d280,d283,d284,d286,d287,d289,d290,d291,d292,d293,d294,d295,d296,d298,d300,d301,d302,d303,d304,d306,d307,d308,d310,d312,d314,d316,d319,d324,d330
q06	d3,d12,d18,d21,d23,d25,d26,d29,d33,d34,d39,d44,d46,d52,d60,d61,d69,d70,d77,d79,d81,d87,d98,d104,d110,d116,d129,d134,d139,d154,d163,d166,d186,d192,d199,d202,d205,d208,d209,d211,d215,d220,d225,d231,d233,d234,d236,d245,d247,d257,d262,d265,d270,d294,d297,d303,d305,d319,d329
q07	d4,d11,d33,d34,d42,d44,d57,d62,d71,d74,d78,d83,d84,d87,d98,d113,d115,d117,d123,d137,d139,d140,d143,d146,d149,d150,d151,d153,d157,d158,d165,d175,d179,d200,d211,d234,d240,d247,d252,d253,d255,d262,d266,d271,d282,d284,d289,d293,d305
q08	d1,d2,d3,d5,d6,d7,d8,d9,d12,d13,d15,d17,d19,d20,d21,d22,d23,d24,d26,d28,d29,d30,d32,d33,d34,d35,d37,d38,d39,d40,d42,d43,d44,d45,d46,d47,d48,d49,d50,d51,d52,d53,d54,d55,d59,d60,d61,d62,d63,d64,d65,d66,d67,d68,d69,d70,d71,d72,d73,d74,d75,d76,d77,d78,d79,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d91,d93,d94,d95,d96,d97,d98,d99,d100,d101,d102,d103,d104,d106,d107,d108,d109,d110,d111,d112,d113,d114,d115,d116,d117,d118,d119,d120,d121,d122,d123,d124,d125,d126,d127,d129,d130,d131,d132,d133,d135,d136,d137,d138,d139,d140,d142,d143,d144,d145,d147,d148,d149,d151,d152,d153,d155,d157,d158,d160,d161,d163,d164,d165,d166,d168,d170,d171,d172,d174,d175,d177,d179,d180,d181,d182,d183,d184,d189,d190,d191,d192,d193,d194,d195,d196,d197,d198,d199,d200,d201,d202,d203,d205,d206,d207,d208,d209,d210,d211,d212,d213,d214,d215,d216,d217,d218,d219,d220,d221,d222,d223,d224,d225,d226,d227,d228,d229,d230,d231,d232,d233,d234,d235,d236,d237,d239,d240,d241,d242,d243,d244,d246,d247,d248,d250,d251,d252,d253,d254,d255,d257,d258,d260,d261,d262,d263,d264,d265,d266,d267,d268,d269,d270,d271,d272,d273,d274,d275,d276,d278,d279,d280,d281,d282,d283,d284,d285,d286,d287,d288,d289,d290,d291,d292,d293,d294,d295,d296,d297,d298,d300,d301,d302,d303,d304,d305,d306,d307,d308,d309,d311,d312,d313,d314,d316,d317,d318,d319,d320,d321,d322,d323,d325,d327,d328,d329,d330
q09	d8,d10,d16,d21,d29,d38,d41,d52,d55,d65,d68,d69,d71,d72,d73,d81,d85,d86,d87,d89,d97,d98,d100,d111,d116,d122,d158,d162,d166,d169,d170,d172,d175,d177,d179,d186,d192,d193,d194,d198,d199,d202,d205,d211,d214,d217,d219,d220,d221,d223,d231,d233,d234,d240,d244,d254,d256,d259,d268,d272,d273,d284,d286,d294,d299,d308,d312,d323,d328,d330
q10	d1,d3,d9,d10,d12,d14,d15,d16,d17,d18,d20,d21,d22,d23,d24,d25,d26,d27,d29,d30,d31,d34,d35,d36,d39,d40,d41,d42,d44,d45,d46,d48,d52,d54,d55,d56,d57,d58,d59,d60,d61,d63,d64,d65,d66,d68,d69,d71,d72,d73,d74,d76,d77,d79,d80,d81,d85,d86,d91,d92,d93,d95,d97,d99,d100,d101,d107,d109,d110,d113,d114,d115,d117,d118,d122,d124,d125,d126,d129,d130,d131,d132,d133,d135,d136,d137,d138,d141,d142,d144,d146,d148,d151,d152,d154,d159,d165,d167,d168,d170,d171,d172,d173,d174,d175,d177,d179,d185,d190,d192,d193,d194,d198,d199,d201,d202,d203,d204,d205,d209,d211,d212,d214,d215,d216,d217,d218,d219,d220,d221,d223,d229,d230,d231,d232,d233,d234,d235,d237,d240,d241,d244,d246,d247,d248,d249,d250,d251,d254,d255,d256,d257,d258,d259,d260,d262,d263,d264,d268,d271,d273,d279,d280,d281,d282,d283,d285,d288,d289,d291,d293,d294,d295,d299,d301,d303,d305,d307,d308,d310,d312,d313,d314,d316,d319,d320,d322,d323,d325,d327,d328,d329,d330,d331
q12	d3,d10,d11,d12,d15,d21,d34,d35,d51,d52,d56,d60,d67,d76,d78,d81,d95,d96,d102,d109,d122,d124,d129,d132,d138,d141,d143,d150,d151,d156,d169,d176,d180,d182,d183,d184,d190,d191,d197,d225,d229,d235,d236,d239,d243,d250,d258,d270,d277,d280,d295,d297,d302,d303,d316,d317,d331
