q13	d1,d2,d3,d4,d7,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d26,d28,d29,d33,d37,d40,d42,d43,d45,d46,d47,d49,d50,d51,d52,d55,d56,d58,d59,d60,d61,d63,d64,d67,d70,d72,d74,d75,d77,d79,d80,d83,d85,d87,d88,d94,d96,d98,d99,d100,d101,d102,d103,d106,d107,d113,d117,d118,d119,d121,d122,d123,d124,d126,d128,d129,d130,d134,d135,d136,d138,d139,d141,d142,d143,d144,d145,d147,d148,d149,d150,d152,d153,d156,d157,d158,d159,d160,d161,d162,d163,d164,d165,d166,d170,d171,d172,d173,d174,d179,d180,d183,d184,d185,d186,d188,d189,d190,d191,d193,d194,d196,d197,d198,d200,d202,d203,d204,d205,d210,d211,d212,d214,d215,d216,d218,d219,d221,d222,d224,d225,d226,d227,d228,d229,d230,d232,d233,d234,d235,d236,d237,d238,d239,d240,d241,d243,d244,d245,d246,d248,d249,d250,d253,d255,d256,d257,d258,d259,d262,d263,d266,d269,d270,d271,d272,d273,d274,d276,d277,d278,d279,d280,d281,d284,d285,d286,d287,d288,d289,d290,d291,d292,d293,d294,d297,d298,d300,d302,d304,d305,d307,d309,d310,d311,d312,d313,d314,d316,d317,d318,d319,d322,d327,d328,d330
q14	d2,d5,d8,d10,d16,d21,d22,d23,d25,d29,d30,d31,d38,d41,d52,d55,d62,d65,d68,d69,d71,d72,d73,d75,d81,d82,d85,d86,d87,d89,d91,d93,d94,d97,d98,d100,d104,d110,d111,d115,d116,d117,d121,d122,d125,d130,d133,d136,d142,d143,d144,d145,d147,d158,d162,d166,d169,d170,d172,d174,d175,d179,d180,d181,d186,d192,d193,d194,d198,d202,d209,d211,d214,d219,d221,d223,d229,d231,d233,d234,d238,d240,d242,d244,d247,d254,d256,d259,d268,d272,d273,d277,d280,d284,d286,d288,d293,d294,d299,d308,d312,d323,d328,d330
q16	d21,d24,d34,d49,d56,d60,d71,d76,d77,d78,d81,d83,d86,d95,d96,d97,d132,d133,d138,d143,d147,d150,d152,d156,d158,d165,d169,d176,d182,d184,d190,d191,d229,d231,d235,d236,d239,d250,d254,d277,d279,d280,d293,d295,d297,d301
q17	d24,d30,d66,d91,d106,d121,d122,d130,d132,d137,d146,d148,d163,d171,d172,d183,d188,d190,d212,d239,d250,d252,d258,d262,d271,d274,d288,d289,d297,d299,d316
q18	d20,d27,d28,d48,d52,d53,d55,d58,d61,d71,d72,d78,d89,d98,d110,d111,d123,d124,d129,d137,d142,d163,d172,d174,d177,d182,d191,d192,d193,d194,d195,d197,d198,d199,d200,d201,d202,d203,d204,d205,d206,d207,d208,d209,d210,d211,d212,d213,d214,d215,d216,d218,d219,d220,d221,d222,d223,d224,d227,d230,d235,d240,d241,d242,d246,d248,d249,d251,d253,d260,d266,d268,d271,d276,d279,d280,d282,d296,d301,d302,d303,d304,d315,d322,d330
q19	d1,d4,d15,d21,d28,d35,d51,d55,d56,d69,d78,d88,d91,d92,d95,d98,d102,d106,d109,d111,d129,d136,d138,d147,d153,d175,d179,d180,d189,d190,d191,d193,d194,d197,d200,d204,d212,d222,d230,d231,d241,d254,d257,d258,d266,d272,d273,d274,d277,d289,d291,d293,d294,d299,d300,d309,d310,d320,d321,d323,d330
q22	d3,d4,d7,d10,d11,d20,d35,d49,d51,d52,d55,d56,d64,d67,d69,d72,d78,d86,d92,d95,d96,d98,d100,d102,d109,d116,d121,d122,d124,d127,d129,d132,d135,d138,d140,d141,d145,d146,d147,d149,d151,d152,d153,d157,d159,d164,d176,d180,d182,d183,d184,d190,d197,d225,d229,d233,d236,d239,d240,d243,d250,d258,d266,d270,d277,d280,d286,d297,d299,d302,d303,d305,d316,d317,d319,d327,d328,d330
q23	d1,d2,d3,d4,d7,d14,d17,d18,d19,d20,d21,d23,d24,d26,d29,d37,d40,d42,d43,d45,d46,d47,d50,d52,d55,d58,d61,d63,d64,d67,d77,d79,d80,d83,d85,d101,d102,d103,d106,d107,d117,d119,d121,d128,d129,d134,d136,d139,d141,d142,d143,d144,d145,d149,d150,d152,d153,d158,d160,d161,d162,d163,d164,d166,d172,d173,d179,d180,d184,d185,d186,d188,d190,d191,d194,d196,d197,d198,d200,d202,d203,d204,d205,d210,d211,d214,d215,d216,d218,d219,d221,d222,d224,d225,d226,d227,d228,d229,d230,d232,d233,d234,d236,d237,d238,d243,d244,d245,d248,d249,d255,d263,d266,d273,d276,d277,d278,d279,d281,d284,d285,d286,d287,d290,d291,d293,d294,d297,d298,d300,d302,d304,d307,d309,d313,d314,d316,d317,d318,d319,d322,d327,d328,d330
q24	d28,d31,d34,d40,d42,d60,d61,d72,d74,d80,d83,d88,d96,d98,d99,d112,d123,d129,d135,d142,d151,d177,d181,d192,d193,d194,d197,d198,d199,d200,d201,d202,d203,d204,d205,d207,d208,d209,d210,d211,d212,d213,d214,d215,d216,d218,d219,d220,d222,d223,d224,d229,d237,d240,d242,d243,d253,d255,d265,d274,d276,d281,d282,d303
q25	d20,d23,d32,d128,d156,d166,d167,d245,d247,d265,d328
q26	d2,d3,d7,d12,d17,d27,d29,d33,d36,d52,d62,d66,d92,d94,d95,d98,d105,d109,d113,d116,d117,d129,d131,d133,d136,d138,d140,d141,d143,d147,d149,d152,d161,d164,d171,d173,d175,d179,d182,d183,d190,d197,d199,d206,d208,d210,d212,d215,d219,d224,d228,d231,d235,d241,d263,d265,d277,d279,d283,d284,d287,d290,d291,d292,d293,d300,d305,d306,d312,d316,d318,d322,d323
q27	d5,d12,d14,d15,d16,d17,d18,d20,d23,d26,d29,d30,d33,d42,d51,d54,d55,d56,d58,d64,d66,d67,d74,d77,d79,d80,d83,d85,d88,d94,d101,d102,d103,d107,d108,d109,d116,d119,d129,d130,d132,d136,d139,d141,d143,d150,d152,d156,d158,d159,d161,d166,d167,d170,d173,d174,d179,d184,d194,d197,d198,d199,d209,d210,d211,d215,d222,d227,d231,d237,d238,d251,d259,d269,d271,d274,d276,d279,d281,d283,d290,d291,d293,d296,d299,d300,d306,d318,d322,d325
q28	d1,d3,d8,d10,d11,d12,d13,d14,d15,d16,d18,d19,d21,d22,d23,d24,d26,d27,d29,d31,d35,d37,d39,d42,d45,d46,d47,d48,d49,d52,d53,d54,d55,d56,d57,d58,d60,d61,d63,d64,d66,d67,d69,d70,d71,d72,d77,d79,d80,d84,d85,d86,d87,d88,d89,d91,d93,d94,d96,d97,d98,d99,d100,d102,d103,d106,d107,d108,d109,d110,d111,d115,d116,d119,d120,d121,d123,d125,d129,d130,d132,d133,d136,d139,d141,d143,d144,d147,d148,d149,d150,d152,d153,d159,d160,d161,d162,d164,d165,d168,d169,d170,d173,d174,d175,d179,d180,d183,d184,d185,d186,d188,d189,d190,d191,d193,d194,d195,d197,d198,d202,d210,d211,d212,d216,d219,d220,d221,d222,d226,d230,d231,d233,d235,d236,d237,d239,d240,d241,d243,d244,d246,d247,d248,d249,d250,d252,d254,d256,d259,d260,d262,d263,d264,d267,d269,d270,d271,d273,d275,d276,d277,d278,d279,d281,d283,d286,d287,d289,d290,d291,d292,d293,d294,d295,d296,d297,d298,d299,d303,d304,d305,d306,d307,d308,d309,d310,d312,d313,d314,d316,d318,d321,d322,d324,d325,d327,d330
q29	d1,d8,d13,d15,d19,d26,d27,d31,d37,d46,d47,d48,d52,d55,d56,d58,d62,d64,d70,d85,d86,d89,d99,d102,d106,d107,d113,d115,d120,d123,d133,d136,d147,d153,d159,d160,d165,d168,d169,d170,d173,d174,d186,d191,d193,d194,d195,d198,d212,d216,d226,d231,d237,d241,d252,d254,d261,d263,d264,d269,d270,d276,d278,d279,d283,d286,d291,d292,d293,d294,d295,d303,d305,d309,d312,d327,d328,d329,d331
q32	d15,d25,d31,d42,d53,d60,d67,d72,d83,d90,d92,d105,d139,d140,d141,d172,d184,d226,d227,d235,d254,d262,d271,d279,d284,d305,d317,d324
q34	d1,d5,d6,d8,d9,d10,d13,d15,d20,d22,d24,d26,d27,d32,d34,d35,d37,d38,d39,d40,d42,d43,d44,d45,d46,d47,d48,d50,d52,d55,d59,d60,d61,d62,d63,d66,d70,d71,d73,d75,d76,d78,d79,d80,d81,d82,d85,d86,d87,d89,d91,d92,d93,d95,d96,d98,d99,d106,d108,d109,d110,d112,d113,d117,d118,d119,d121,d122,d123,d125,d126,d127,d130,d133,d135,d136,d138,d142,d144,d148,d151,d155,d162,d164,d166,d170,d180,d181,d182,d189,d190,d192,d193,d194,d195,d196,d197,d198,d200,d201,d202,d203,d205,d207,d209,d210,d211,d213,d214,d215,d216,d219,d221,d223,d224,d225,d226,d227,d232,d235,d236,d237,d240,d241,d242,d243,d246,d248,d249,d250,d251,d252,d253,d255,d256,d260,d261,d264,d266,d270,d271,d274,d278,d279,d281,d282,d283,d286,d287,d288,d290,d292,d294,d296,d301,d305,d307,d308,d312,d316,d320,d323,d325,d327
q36	d3,d7,d10,d12,d13,d17,d19,d20,d21,d23,d27,d31,d33,d35,d46,d51,d54,d55,d60,d67,d69,d76,d77,d79,d83,d85,d88,d92,d93,d94,d100,d102,d103,d107,d109,d110,d115,d119,d131,d136,d138,d141,d143,d149,d150,d157,d158,d162,d167,d170,d182,d186,d189,d191,d198,d203,d208,d218,d229,d231,d235,d244,d247,d248,d253,d255,d256,d257,d262,d265,d266,d268,d270,d271,d272,d275,d277,d279,d281,d283,d284,d286,d290,d292,d294,d306,d309,d310,d313,d316,d319,d320,d321,d322,d323
q37	d62,d116,d141,d169,d294,d327
q38	d1,d3,d8,d9,d10,d11,d13,d15,d22,d24,d25,d31,d35,d36,d37,d38,d39,d40,d42,d43,d44,d45,d46,d50,d51,d52,d56,d58,d59,d62,d63,d66,d67,d70,d73,d75,d76,d78,d79,d80,d81,d82,d84,d85,d87,d89,d91,d92,d93,d95,d96,d99,d102,d108,d109,d110,d113,d117,d118,d122,d123,d124,d126,d127,d129,d130,d132,d133,d135,d138,d141,d142,d148,d151,d155,d161,d164,d169,d170,d176,d180,d182,d183,d190,d192,d193,d195,d196,d197,d198,d200,d201,d202,d203,d205,d207,d209,d210,d213,d215,d216,d219,d221,d223,d224,d225,d226,d229,d232,d235,d236,d237,d239,d240,d241,d243,d246,d250,d251,d255,d258,d260,d263,d264,d266,d270,d274,d277,d278,d280,d281,d282,d284,d286,d287,d288,d290,d294,d296,d301,d302,d303,d305,d308,d311,d312,d316,d317,d320,d323,d325,d327
q40	d6,d12,d17,d21,d22,d25,d35,d39,d40,d42,d46,d47,d51,d56,d58,d62,d63,d64,d75,d77,d79,d80,d82,d83,d89,d91,d92,d93,d94,d98,d100,d105,d106,d109,d111,d112,d113,d117,d118,d119,d121,d122,d123,d124,d125,d126,d130,d131,d135,d136,d138,d140,d142,d144,d147,d149,d152,d153,d158,d160,d161,d164,d173,d174,d177,d179,d188,d189,d192,d194,d197,d203,d207,d215,d220,d222,d223,d225,d228,d234,d238,d241,d242,d248,d249,d250,d252,d254,d257,d262,d263,d266,d269,d271,d272,d275,d279,d281,d283,d288,d291,d293,d296,d300,d305,d306,d307,d317,d321,d325
q41	d7,d12,d14,d23,d27,d36,d39,d50,d55,d56,d77,d78,d79,d87,d88,d91,d92,d94,d99,d101,d102,d105,d115,d122,d128,d130,d140,d150,d156,d157,d158,d159,d161,d174,d175,d177,d184,d189,d192,d195,d199,d200,d203,d209,d210,d223,d227,d228,d236,d249,d257,d260,d263,d266,d272,d279,d294,d297,d306,d309,d310,d311,d316,d330
q42	d1,d6,d7,d8,d10,d11,d14,d18,d20,d22,d23,d24,d28,d32,d37,d40,d41,d43,d48,d49,d51,d53,d55,d56,d61,d62,d65,d68,d69,d70,d71,d72,d73,d78,d81,d84,d85,d87,d88,d89,d91,d98,d99,d100,d103,d108,d111,d114,d116,d118,d119,d122,d123,d125,d128,d131,d135,d137,d143,d146,d148,d154,d155,d156,d158,d159,d161,d163,d167,d168,d172,d174,d175,d177,d182,d184,d191,d195,d196,d198,d201,d202,d203,d207,d208,d210,d211,d214,d215,d216,d218,d221,d222,d224,d227,d236,d241,d245,d247,d248,d249,d251,d252,d255,d256,d257,d258,d259,d260,d261,d264,d265,d268,d270,d273,d276,d277,d280,d283,d285,d286,d298,d299,d300,d303,d309,d312,d314,d316,d328
q44	d3,d16,d29,d42,d46,d48,d55,d59,d60,d67,d71,d73,d85,d105,d117,d126,d130,d139,d148,d164,d167,d170,d177,d181,d182,d184,d185,d191,d193,d203,d215,d239,d246,d252,d254,d262,d267,d271,d278,d304,d305
q45	d3,d15,d16,d26,d29,d34,d38,d39,d42,d54,d55,d62,d67,d74,d76,d85,d90,d91,d93,d100,d105,d109,d118,d126,d136,d138,d143,d147,d148,d149,d152,d158,d162,d164,d168,d170,d171,d179,d184,d185,d188,d204,d215,d223,d225,d228,d251,d252,d254,d260,d262,d267,d271,d283,d285,d294,d304,d306,d316,d322,d325,d330
q46	d2,d5,d9,d13,d16,d22,d23,d24,d25,d30,d41,d51,d52,d62,d66,d75,d77,d81,d82,d88,d89,d90,d91,d93,d94,d97,d100,d104,d105,d110,d115,d117,d121,d122,d125,d130,d133,d136,d139,d142,d143,d144,d145,d147,d150,d152,d153,d156,d157,d168,d171,d174,d177,d178,d179,d180,d181,d188,d190,d192,d194,d201,d209,d215,d219,d238,d242,d246,d247,d254,d275,d277,d280,d288,d293,d308,d314,d321,d325
